Regione;Età;Totale Maschi;Totale Femmine
Calabria;75;6975;7847
Calabria;76;6921;7736
Calabria;77;6565;7751
Calabria;78;6392;7622
Calabria;79;5990;7230
Calabria;80;6570;8203
Calabria;81;6146;7873
Calabria;82;5448;7456
Calabria;83;5036;6876
Calabria;84;4524;6675
Calabria;85;4251;6315
Calabria;86;3797;5783
Calabria;87;3518;5467
Calabria;88;2841;4868
Calabria;89;2353;4240
Calabria;90;2011;3665
Calabria;91;1487;2982
Calabria;92;1176;2372
Calabria;93;887;1937
Calabria;94;689;1586
Calabria;95;466;1200
Calabria;96;338;934
Calabria;97;242;674
Calabria;98;146;466
Calabria;99;74;320
Calabria;100;136;447
Calabria;Totale;919061;958667
Sicilia;0;19325;18133
Sicilia;1;19401;18149
Sicilia;2;20228;19111
Sicilia;3;20813;19534
Sicilia;4;20676;19761
Sicilia;5;21420;20299
Sicilia;6;22016;20861
Sicilia;7;21699;20654
Sicilia;8;22670;21783
Sicilia;9;22782;21750
Sicilia;10;23528;22559
Sicilia;11;24205;22910
Sicilia;12;24620;23370
Sicilia;13;24421;23265
Sicilia;14;25319;23351
Sicilia;15;25566;24038
Sicilia;16;26044;24492
Sicilia;17;25946;24601
Sicilia;18;26131;24655
Sicilia;19;27196;25046
Sicilia;20;28417;25306
Sicilia;21;28512;25983
Sicilia;22;27903;25578
Sicilia;23;27828;25699
Sicilia;24;27681;26084
Sicilia;25;27782;26327
Sicilia;26;28355;26790
Sicilia;27;28888;27789
Sicilia;28;29965;28724
Sicilia;29;29296;28252
Sicilia;30;29421;28472
Sicilia;31;29204;28712
Sicilia;32;29496;28800
Sicilia;33;28732;28068
Sicilia;34;28763;28051
Sicilia;35;28719;28573
Sicilia;36;29306;29287
Sicilia;37;28970;28798
Sicilia;38;29904;29873
Sicilia;39;29798;30095
Sicilia;40;30926;31183
Sicilia;41;31043;31681
Sicilia;42;32084;32485
Sicilia;43;32350;33212
Sicilia;44;33909;34744
Sicilia;45;34832;35653
Sicilia;46;35906;37162
Sicilia;47;35152;36588
Sicilia;48;35315;36794
Sicilia;49;35738;37807
Sicilia;50;35129;37684
Sicilia;51;36620;38540
Sicilia;52;35900;38228
Sicilia;53;36310;38512
Sicilia;54;35960;38389
Sicilia;55;35460;38215
Sicilia;56;36565;39033
Sicilia;57;34396;37075
Sicilia;58;34018;37119
Sicilia;59;33074;36183
Sicilia;60;32833;36359
Sicilia;61;31353;34285
Sicilia;62;30190;33293
Sicilia;63;29977;33246
Sicilia;64;29065;32447
Sicilia;65;29198;31913
Sicilia;66;28345;32000
Sicilia;67;26194;29255
Sicilia;68;25691;28944
Sicilia;69;25432;28326
Sicilia;70;25882;29258
Sicilia;71;25705;29327
Sicilia;72;26300;30165
Sicilia;73;25569;29589
Sicilia;74;22850;27029
Sicilia;75;19073;22539
Sicilia;76;17717;21501
Sicilia;77;16484;20374
Sicilia;78;15705;20127
Sicilia;79;15185;19819
Sicilia;80;16575;22260
Sicilia;81;15490;20764
Sicilia;82;13884;19476
Sicilia;83;11794;16980
Sicilia;84;10788;15859
Sicilia;85;9835;15120
Sicilia;86;8899;14258
Sicilia;87;7873;12829
Sicilia;88;6250;11092
Sicilia;89;5239;9873
Sicilia;90;4728;9223
Sicilia;91;3291;6917
Sicilia;92;2586;5830
Sicilia;93;1914;4335
Sicilia;94;1403;3689
Sicilia;95;1016;2720
Sicilia;96;709;2124
Sicilia;97;455;1390
Sicilia;98;299;1000
Sicilia;99;187;628
Sicilia;100;227;1020
Sicilia;Totale;2353823;2487053
Sardegna;0;4334;3943
Sardegna;1;4440;4288
Sardegna;2;4766;4452
Sardegna;3;5184;4826
Sardegna;4;5406;5021
Sardegna;5;5706;5250
Sardegna;6;5842;5432
Sardegna;7;5952;5661
Sardegna;8;6342;5866
Sardegna;9;6616;6243
Sardegna;10;6842;6369
Sardegna;11;6922;6347
Sardegna;12;6840;6474
Sardegna;13;6787;6491
Sardegna;14;6955;6427
Sardegna;15;7019;6463
Sardegna;16;6884;6364
Sardegna;17;7118;6631
Sardegna;18;6948;6598
Sardegna;19;7133;6756
Sardegna;20;7575;6844
Sardegna;21;7655;6707
Sardegna;22;7542;6554
Sardegna;23;7533;6669
Sardegna;24;7722;6723
Sardegna;25;7888;6974
Sardegna;26;7868;7126
Sardegna;27;8002;7435
Sardegna;28;8275;7766
Sardegna;29;8547;7865
Sardegna;30;8702;8230
Sardegna;31;8753;8150
Sardegna;32;8849;8348
Sardegna;33;8831;8449
Sardegna;34;8812;8553
Sardegna;35;9254;8832
Sardegna;36;9485;8911
Sardegna;37;9506;9327
Sardegna;38;10174;9742
Sardegna;39;10012;9944
Sardegna;40;10676;10108
Sardegna;41;10540;10446
Sardegna;42;11737;11256
Sardegna;43;11973;11449
Sardegna;44;12357;12079
Sardegna;45;12868;12733
Sardegna;46;13685;13077
Sardegna;47;13626;13157
Sardegna;48;13350;13074
Sardegna;49;13025;13405
Sardegna;50;13150;12959
Sardegna;51;13429;13506
Sardegna;52;12884;13328
Sardegna;53;13448;13602
Sardegna;54;13468;13791
Sardegna;55;13482;13699
Sardegna;56;13701;14045
Sardegna;57;12864;13627
Sardegna;58;12583;13256
Sardegna;59;12222;13060
Sardegna;60;12041;12430
Sardegna;61;11635;12292
Sardegna;62;11421;12061
Sardegna;63;11298;12117
Sardegna;64;11063;11878
Sardegna;65;10707;11445
Sardegna;66;10849;11566
Sardegna;67;10297;10963
Sardegna;68;10018;10855
Sardegna;69;9707;10691
Sardegna;70;9740;10641
Sardegna;71;9400;10267
Sardegna;72;9354;10488
Sardegna;73;8907;10022
Sardegna;74;8323;9202
Sardegna;75;7508;8742
Sardegna;76;7154;8523
Sardegna;77;6586;8397
Sardegna;78;6717;8397
Sardegna;79;5963;7768
Sardegna;80;6349;8479
Sardegna;81;5828;7698
Sardegna;82;4960;6955
Sardegna;83;4363;6349
Sardegna;84;3980;5974
Sardegna;85;3294;5413
Sardegna;86;3249;5183
Sardegna;87;2901;4806
Sardegna;88;2321;4247
Sardegna;89;1987;3621
Sardegna;90;1744;3426
Sardegna;91;1260;2848
Sardegna;92;998;2345
Sardegna;93;723;1823
Sardegna;94;580;1457
Sardegna;95;360;1045
Sardegna;96;273;867
Sardegna;97;216;574
Sardegna;98;150;449
Sardegna;99;88;275
Sardegna;100;100;437
Sardegna;Totale;784501;813724
